16,0.7653533422999999
32,0.8510534972
64,0.9685913927000002
128,1.9248329094
256,3.9503520428
512,5.971262642799999
1024,7.747561125699999
2048,12.3337149742
4096,23.7652761635
8192,38.347915463899994
16384,68.3440980539
32768,130.95536561510002
16,0.6886127097999998
32,1.9950482988
64,1.8740534403
128,2.0201201716
256,3.1633597229000006
512,4.094258191999999
1024,8.4504360653
2048,14.669780691499998
4096,24.0352489656
8192,44.2995119694
16384,69.5186308527
32768,132.2889400287
16,1.8586319842000003
32,1.5270765832
64,1.0153495763
128,2.4673575227
256,3.4918316975000008
512,5.8813781679
1024,8.5079601257
2048,16.4330606453
4096,25.2530964882
8192,40.243103793
16384,81.2059564197
32768,140.7008893029
16,1.2637112146
32,1.7563700466
64,1.4745828861
128,1.9127656680999998
256,2.5991494305
512,3.4343934932
1024,8.1848308553
2048,15.2080799004
4096,24.0654012595
8192,40.4872786754
16384,67.3399887957
