16,0.7653533423
32,0.8510534971999999
64,0.9685913926999999
128,0.9248329094
256,0.9503520428000001
512,0.9712626428
1024,0.7475611257
2048,1.3337149742
4096,0.7652761635
8192,1.3479154639
16384,1.3440980539
32768,1.9553656150999998
16,0.6886127098
32,0.9950482988
64,0.8740534403000001
128,1.0201201716
256,1.1633597229
512,1.0942581919999999
1024,0.4504360653
2048,1.6697806915
4096,1.0352489656
8192,1.2995119694000001
16384,1.5186308527
32768,2.2889400287
16,0.8586319842
32,0.5270765832
64,1.0153495763
128,0.4673575227
256,0.4918316975
512,0.8813781679
1024,1.5079601257
2048,1.4330606452999999
4096,1.2530964882
8192,1.243103793
16384,1.2059564197000001
32768,1.7008893029
16,0.2637112146
32,0.7563700466
64,0.4745828861
128,0.9127656681
256,0.5991494305
512,0.4343934932
1024,1.1848308553
2048,1.2080799004
4096,1.0654012595
8192,1.4872786754
16384,1.3399887957
